CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL,CLEAN_MAKE_VEH
HYNDAI,SANTA ,GRY,2026,19,HYUNDAI
HYNDAI,SANTA ,OGE,2026,1,HYUNDAI
HYNDAI,SANTA ,SIL,2025,1,HYUNDAI
HYNDAI,SANTA ,SIL,2026,10,HYUNDAI
HYNDAI,SANTA ,WHI,2025,15,HYUNDAI
HYNDAI,SANTA ,WHI,2026,36,HYUNDAI
HYNDAI,SANTE ,BLK,2025,1,HYUNDAI
HYNDAI,SANTE ,BLK,2026,3,HYUNDAI
HYNDAI,SANTE ,BLU,2025,1,HYUNDAI
HYNDAI,SANTE ,GRN,2026,1,HYUNDAI
HYNDAI,SANTE ,WHI,2025,1,HYUNDAI
HYNDAI,SANTE ,WHI,2026,1,HYUNDAI
HYNDAI,SONATA,BLU,2026,2,HYUNDAI
HYNDAI,SONATA,GRY,2025,1,HYUNDAI
HYNDAI,SONATA,GRY,2026,1,HYUNDAI
HYNDAI,SONATA,SIL,2025,2,HYUNDAI
HYNDAI,SONATA,WHI,2025,1,HYUNDAI
HYNDAI,STARIA,BLK,2026,1,HYUNDAI
HYNDAI,STARIA,SIL,2025,2,HYUNDAI
HYNDAI,STARIA,SIL,2026,3,HYUNDAI
HYNDAI,STARIA,WHI,2025,21,HYUNDAI
HYNDAI,STARIA,WHI,2026,49,HYUNDAI
HYNDAI,SX2 V2,WHI,2025,1,HYUNDAI
HYNDAI,SX2 V3,WHI,2025,1,HYUNDAI
HYNDAI,TIGGO ,BLK,2025,1,HYUNDAI
HYNDAI,TUCON ,SIL,2026,1,HYUNDAI
HYNDAI,TUCSO ,BLU,2025,1,HYUNDAI
HYNDAI,TUCSON,BLK,2025,9,HYUNDAI
HYNDAI,TUCSON,BLK,2026,29,HYUNDAI
HYNDAI,TUCSON,BLU,2025,8,HYUNDAI
HYNDAI,TUCSON,BLU,2026,35,HYUNDAI
HYNDAI,TUCSON,BRZ,2026,17,HYUNDAI
HYNDAI,TUCSON,CRM,2026,1,HYUNDAI
HYNDAI,TUCSON,GRN,2025,4,HYUNDAI
HYNDAI,TUCSON,GRN,2026,6,HYUNDAI
HYNDAI,TUCSON,GRY,2025,17,HYUNDAI
HYNDAI,TUCSON,GRY,2026,116,HYUNDAI
HYNDAI,TUCSON,RED,2025,1,HYUNDAI
HYNDAI,TUCSON,RED,2026,21,HYUNDAI
HYNDAI,TUCSON,SIL,2025,2,HYUNDAI
HYNDAI,TUCSON,SIL,2026,35,HYUNDAI
HYNDAI,TUCSON,WHI,2025,14,HYUNDAI
HYNDAI,TUCSON,WHI,2026,146,HYUNDAI
HYNDAI,TUCSUN,GRY,2026,1,HYUNDAI
HYNDAI,TUSCON,BLK,2026,3,HYUNDAI
HYNDAI,TUSCON,BLU,2025,1,HYUNDAI
HYNDAI,TUSCON,BRZ,2026,1,HYUNDAI
HYNDAI,TUSCON,GRN,2025,1,HYUNDAI
HYNDAI,TUSCON,GRY,2026,1,HYUNDAI
HYNDAI,TUSCON,SIL,2026,8,HYUNDAI
HYNDAI,TUSCON,WHI,2026,13,HYUNDAI
HYNDAI,VENUE ,BLK,2025,3,HYUNDAI
HYNDAI,VENUE ,BLU,2025,9,HYUNDAI
HYNDAI,VENUE ,BLU,2026,2,HYUNDAI
HYNDAI,VENUE ,GRY,2025,6,HYUNDAI
HYNDAI,VENUE ,GRY,2026,12,HYUNDAI
HYNDAI,VENUE ,RED,2025,4,HYUNDAI
HYNDAI,VENUE ,SIL,2025,6,HYUNDAI
HYNDAI,VENUE ,SIL,2026,5,HYUNDAI
HYNDAI,VENUE ,WHI,2025,39,HYUNDAI
HYNDAI,VENUE ,WHI,2026,26,HYUNDAI
HYSTER,J1.8XN,YLW,2026,1,HYSTER
INDIAN,101 SC,RED,2025,1,INDIAN
INDIAN,CHIEFT,BLK,2025,1,INDIAN
INDIAN,PURSUI,RED,2026,1,INDIAN
INDIAN,PURSUI,WHI,2026,1,INDIAN
INDIAN,ROADMA,RED,2026,1,INDIAN
INDIAN,SCOUT ,BLK,2025,1,INDIAN
INDIAN,SCOUT ,BLK,2026,4,INDIAN
INDIAN,SCOUT ,WHI,2025,1,INDIAN
INDIAN,SPORT ,BLK,2026,1,INDIAN
INDIAN,SUPER ,BLK,2025,1,INDIAN
INEOS ,GRENAD,BEI,2025,1,INEOS
INEOS ,GRENAD,BEI,2026,2,INEOS
INEOS ,GRENAD,BLK,2025,1,INEOS
INEOS ,GRENAD,BLK,2026,4,INEOS
INEOS ,GRENAD,BLU,2026,1,INEOS
INEOS ,GRENAD,GRN,2026,1,INEOS
INEOS ,GRENAD,GRY,2025,2,INEOS
INEOS ,GRENAD,GRY,2026,1,INEOS
INEOS ,GRENAD,RED,2026,1,INEOS
INEOS ,GRENAD,SIL,2026,1,INEOS
INEOS ,IGXX  ,CRM,2026,1,INEOS
INEOS ,IGXX  ,SIL,2026,1,INEOS
INEOS ,MY26 5,CRM,2026,1,INEOS
INEOS ,MY26 S,BLU,2026,1,INEOS
INEOS ,MY26 S,GRY,2026,1,INEOS
INEOS ,QMASTR,WHI,2026,1,INEOS
ISUZU ,      ,RED,2026,1,ISUZU
ISUZU ,4X4 XT,WHI,2025,1,ISUZU
ISUZU ,AMAROK,GRY,2025,1,ISUZU
ISUZU ,D MAX ,BLK,2025,1,ISUZU
ISUZU ,D MAX ,BLK,2026,1,ISUZU
ISUZU ,D MAX ,GRY,2025,5,ISUZU
ISUZU ,D MAX ,RED,2025,1,ISUZU
ISUZU ,D MAX ,SIL,2025,1,ISUZU
ISUZU ,D MAX ,WHI,2025,19,ISUZU
ISUZU ,D MAX ,WHI,2026,5,ISUZU
ISUZU ,DMAX  ,BLK,2025,10,ISUZU
ISUZU ,DMAX  ,BLK,2026,2,ISUZU
ISUZU ,DMAX  ,BLU,2025,11,ISUZU
ISUZU ,DMAX  ,BLU,2026,2,ISUZU
ISUZU ,DMAX  ,GRY,2025,38,ISUZU
ISUZU ,DMAX  ,GRY,2026,31,ISUZU
ISUZU ,DMAX  ,OGE,2025,5,ISUZU
ISUZU ,DMAX  ,OGE,2026,2,ISUZU
ISUZU ,DMAX  ,RED,2025,5,ISUZU
ISUZU ,DMAX  ,RED,2026,3,ISUZU
ISUZU ,DMAX  ,SIL,2025,16,ISUZU
ISUZU ,DMAX  ,SIL,2026,14,ISUZU
ISUZU ,DMAX  ,WHI,2025,110,ISUZU
ISUZU ,DMAX  ,WHI,2026,72,ISUZU
ISUZU ,DMAX 4,BLK,2025,1,ISUZU
ISUZU ,DMAX 4,BLK,2026,1,ISUZU
ISUZU ,DMAX 4,GRY,2025,2,ISUZU
ISUZU ,DMAX 4,GRY,2026,3,ISUZU
ISUZU ,DMAX 4,SIL,2025,3,ISUZU
ISUZU ,DMAX 4,WHI,2025,6,ISUZU
ISUZU ,DMAX 4,WHI,2026,4,ISUZU
ISUZU ,DMAX B,BLK,2026,1,ISUZU
ISUZU ,DMAX B,GRY,2026,1,ISUZU
ISUZU ,DMAX B,WHI,2025,1,ISUZU
ISUZU ,DMAX C,GRY,2025,1,ISUZU
ISUZU ,DMAX C,GRY,2026,2,ISUZU
ISUZU ,DMAX C,SIL,2026,1,ISUZU
ISUZU ,DMAX L,GRY,2025,1,ISUZU
ISUZU ,DMAX L,GRY,2026,2,ISUZU
ISUZU ,DMAX L,SIL,2025,1,ISUZU
ISUZU ,DMAX L,WHI,2025,1,ISUZU
ISUZU ,DMAX L,WHI,2026,1,ISUZU
ISUZU ,DMAX S,BLK,2025,2,ISUZU
ISUZU ,DMAX S,WHI,2025,11,ISUZU
ISUZU ,DMAX S,WHI,2026,12,ISUZU
ISUZU ,DMAX X,BLU,2025,1,ISUZU
ISUZU ,DMAX X,GRY,2025,1,ISUZU
ISUZU ,DMAX X,GRY,2026,1,ISUZU
ISUZU ,DMAX X,SIL,2025,1,ISUZU
ISUZU ,DMAX X,SIL,2026,2,ISUZU
ISUZU ,DMAX X,WHI,2025,1,ISUZU
ISUZU ,DMAX X,WHI,2026,3,ISUZU
ISUZU ,FH FYH,WHI,2025,1,ISUZU
ISUZU ,FRD   ,WHI,2025,1,ISUZU
ISUZU ,FRR   ,WHI,2025,3,ISUZU
ISUZU ,FRR 11,WHI,2025,7,ISUZU
ISUZU ,FRR 11,WHI,2026,1,ISUZU
ISUZU ,FSD   ,WHI,2025,1,ISUZU
ISUZU ,FSD 14,WHI,2025,1,ISUZU
ISUZU ,FSR   ,BRN,2025,4,ISUZU
ISUZU ,FSR   ,WHI,2025,1,ISUZU
ISUZU ,FSR 14,WHI,2025,3,ISUZU
ISUZU ,FVD   ,WHI,2025,1,ISUZU
ISUZU ,FVD 17,BLU,2025,3,ISUZU
ISUZU ,FVD 17,WHI,2025,1,ISUZU
ISUZU ,FVL   ,GRN,2025,1,ISUZU
ISUZU ,FVL   ,WHI,2025,6,ISUZU
ISUZU ,FVL   ,WHI,2026,1,ISUZU
ISUZU ,FVL 26,WHI,2025,3,ISUZU
ISUZU ,FVL 26,WHI,2026,1,ISUZU
ISUZU ,FVR 17,WHI,2025,2,ISUZU
ISUZU ,FVZ   ,WHI,2025,1,ISUZU
ISUZU ,FXL 26,WHI,2025,1,ISUZU
ISUZU ,FXY 24,WHI,2025,2,ISUZU
ISUZU ,FXY 26,WHI,2026,1,ISUZU
ISUZU ,FXZ 24,WHI,2025,1,ISUZU
ISUZU ,FXZ 26,WHI,2026,1,ISUZU
ISUZU ,FYJ   ,WHI,2025,5,ISUZU
ISUZU ,FYJ 30,WHI,2025,8,ISUZU
ISUZU ,FYJ 32,WHI,2025,1,ISUZU
ISUZU ,MU X  ,BLK,2025,2,ISUZU
ISUZU ,MU X  ,GRY,2025,1,ISUZU
ISUZU ,MU X  ,GRY,2026,3,ISUZU
ISUZU ,MU X  ,RED,2025,1,ISUZU
ISUZU ,MU X  ,SIL,2025,1,ISUZU
ISUZU ,MU X  ,WHI,2025,2,ISUZU
ISUZU ,MU X  ,WHI,2026,2,ISUZU
ISUZU ,MUX   ,BLK,2025,13,ISUZU
ISUZU ,MUX   ,BLK,2026,15,ISUZU
ISUZU ,MUX   ,BLU,2025,2,ISUZU
ISUZU ,MUX   ,BLU,2026,6,ISUZU
ISUZU ,MUX   ,GRY,2025,34,ISUZU
ISUZU ,MUX   ,GRY,2026,31,ISUZU
ISUZU ,MUX   ,RED,2025,6,ISUZU
ISUZU ,MUX   ,RED,2026,2,ISUZU
ISUZU ,MUX   ,SIL,2025,24,ISUZU
ISUZU ,MUX   ,SIL,2026,16,ISUZU
ISUZU ,MUX   ,WHI,2025,32,ISUZU
ISUZU ,MUX   ,WHI,2026,34,ISUZU
ISUZU ,MUX 4X,GRY,2025,1,ISUZU
ISUZU ,MUX 4X,SIL,2025,2,ISUZU
ISUZU ,MUX 4X,WHI,2025,1,ISUZU
ISUZU ,MUX LS,BLU,2025,1,ISUZU
ISUZU ,MUX LS,GRY,2026,1,ISUZU
ISUZU ,MUX LS,SIL,2025,2,ISUZU
ISUZU ,MUX LS,WHI,2025,5,ISUZU
ISUZU ,MUX LS,WHI,2026,7,ISUZU
ISUZU ,MUX XT,BLK,2025,1,ISUZU
ISUZU ,MUX XT,BLK,2026,2,ISUZU
ISUZU ,MUX XT,SIL,2026,2,ISUZU
ISUZU ,MUX XT,WHI,2025,2,ISUZU
ISUZU ,MUX XT,WHI,2026,1,ISUZU
ISUZU ,NH NP ,WHI,2025,1,ISUZU
ISUZU ,NLR   ,BLK,2026,1,ISUZU
ISUZU ,NLR   ,WHI,2025,3,ISUZU
ISUZU ,NLR   ,WHI,2026,6,ISUZU
ISUZU ,NLR   ,YLW,2026,2,ISUZU
ISUZU ,NLR 45,GRY,2026,1,ISUZU
ISUZU ,NLR 45,WHI,2026,3,ISUZU
ISUZU ,NLR45 ,WHI,2026,1,ISUZU
ISUZU ,NMR   ,WHI,2025,1,ISUZU
ISUZU ,NMR   ,WHI,2026,1,ISUZU
ISUZU ,NNR   ,WHI,2025,7,ISUZU
ISUZU ,NNR   ,WHI,2026,16,ISUZU
ISUZU ,NNR 45,WHI,2025,4,ISUZU
ISUZU ,NNR 45,WHI,2026,8,ISUZU
ISUZU ,NPR   ,SIL,2026,2,ISUZU
ISUZU ,NPR   ,WHI,2025,3,ISUZU
ISUZU ,NPR 45,WHI,2025,1,ISUZU
ISUZU ,NPR 65,WHI,2025,1,ISUZU
ISUZU ,NPR 65,WHI,2026,1,ISUZU
ISUZU ,NPR 70,WHI,2025,1,ISUZU
ISUZU ,NPR 75,WHI,2025,2,ISUZU
ISUZU ,NPR88U,WHI,2026,1,ISUZU
ISUZU ,NPS   ,WHI,2025,1,ISUZU
ISUZU ,NPS 75,WHI,2025,1,ISUZU
ISUZU ,NQR   ,WHI,2025,3,ISUZU
ISUZU ,NQR   ,WHI,2026,4,ISUZU
ISUZU ,NQR 88,WHI,2025,2,ISUZU
ISUZU ,NQR88 ,WHI,2025,1,ISUZU
ISUZU ,NQS 80,WHI,2026,1,ISUZU
ISUZU ,WAG DM,WHI,2026,1,ISUZU
IVECO ,50C21 ,WHI,2025,1,IVECO
IVECO ,70 21 ,SIL,2025,1,IVECO
IVECO ,70 C21,SIL,2026,2,IVECO
IVECO ,DAILY ,WHI,2025,5,IVECO
IVECO ,DAILY ,WHI,2026,1,IVECO
IVECO ,DAILY ,YLW,2025,1,IVECO
IVECO ,EUROCA,WHI,2025,2,IVECO
IVECO ,S WAY ,BLU,2025,2,IVECO
IVECO ,SWAY  ,WHI,2025,2,IVECO
J C B ,3CX CO,YLW,2026,1,JCB
J C B ,3CX PR,YLW,2026,2,JCB
J C B ,53260 ,YLW,2025,2,JCB
J C B ,54270 ,YLW,2025,2,JCB
J C B ,560-80,YLW,2026,1,JCB
J DEER,616R  ,GRN,2025,1,JOHN DEERE
J DEER,6M 155,GRN,2025,1,JOHN DEERE
J DEER,6M 200,GRN,2025,1,JOHN DEERE
J DEER,6M 250,GRN,2025,1,JOHN DEERE
J DEER,6M180 ,GRN,2026,1,JOHN DEERE
J DEER,6R 155,GRN,2025,1,JOHN DEERE
J DEER,6R 200,GRN,2025,1,JOHN DEERE
J DEER,85410 ,GRN,2025,1,JOHN DEERE
J DEER,8R 280,GRN,2025,1,JOHN DEERE
J DEER,8R 370,GRN,2025,1,JOHN DEERE
J DEER,8R370 ,GRN,2026,1,JOHN DEERE
JAC   ,HAVEN ,BLK,2025,1,JAC
JAC   ,J5  SU,WHI,2026,1,JAC
JAC   ,JAC T9,WHI,2025,1,JAC
JAC   ,T9    ,BLK,2025,1,JAC
JAC   ,T9    ,BLU,2025,1,JAC
JAC   ,T9    ,GRY,2025,1,JAC
JAC   ,T9    ,GRY,2026,1,JAC
JAC   ,T9    ,RED,2025,2,JAC
JAC   ,T9 HAV,BLK,2025,1,JAC
JACOB ,SLF1  ,OGE,2026,1,JACOBSEN
JAECOO,J5    ,BLK,2025,1,JAECOO
JAECOO,J5    ,BLK,2026,33,JAECOO
JAECOO,J5    ,BLU,2026,47,JAECOO
JAECOO,J5    ,GRY,2025,2,JAECOO
JAECOO,J5    ,GRY,2026,39,JAECOO
JAECOO,J5    ,WHI,2025,1,JAECOO
JAECOO,J5    ,WHI,2026,39,JAECOO
JAECOO,J5  SU,BLK,2026,3,JAECOO
JAECOO,J5  SU,BLU,2026,2,JAECOO
JAECOO,J5  SU,GRY,2026,2,JAECOO
JAECOO,J5  SU,WHI,2026,10,JAECOO
JAECOO,J5 BEV,BLK,2026,2,JAECOO
JAECOO,J5 BEV,BLU,2026,7,JAECOO
JAECOO,J5 BEV,GRY,2026,2,JAECOO
JAECOO,J5 BEV,WHI,2026,9,JAECOO
JAECOO,J5 EV ,BLK,2026,6,JAECOO
JAECOO,J5 EV ,BLU,2026,4,JAECOO
JAECOO,J5 EV ,GRY,2026,5,JAECOO
JAECOO,J5 EV ,WHI,2026,5,JAECOO
JAECOO,J5 SUM,BLK,2026,10,JAECOO
JAECOO,J5 SUM,BLU,2026,18,JAECOO
JAECOO,J5 SUM,GRY,2026,12,JAECOO
JAECOO,J5 SUM,WHI,2026,13,JAECOO
JAECOO,J54 BE,GRY,2026,1,JAECOO
JAECOO,J7    ,BLK,2025,18,JAECOO
JAECOO,J7    ,BLK,2026,4,JAECOO
JAECOO,J7    ,BLU,2025,6,JAECOO
JAECOO,J7    ,GRN,2025,9,JAECOO
JAECOO,J7    ,GRN,2026,2,JAECOO
JAECOO,J7    ,SIL,2025,15,JAECOO
JAECOO,J7    ,SIL,2026,3,JAECOO
JAECOO,J7    ,WHI,2025,17,JAECOO
JAECOO,J7    ,WHI,2026,5,JAECOO
JAECOO,J7 RID,BLK,2025,2,JAECOO
JAECOO,J7 RID,BLU,2025,1,JAECOO
JAECOO,J7 RID,GRN,2025,1,JAECOO
JAECOO,J7 RID,WHI,2025,2,JAECOO
JAECOO,J7 RID,WHI,2026,1,JAECOO
JAECOO,J7 SHS,BLK,2026,1,JAECOO
JAECOO,J7 SUM,BLK,2025,8,JAECOO
JAECOO,J7 SUM,BLK,2026,2,JAECOO
JAECOO,J7 SUM,BLU,2025,1,JAECOO
JAECOO,J7 SUM,GRN,2025,4,JAECOO
JAECOO,J7 SUM,GRN,2026,1,JAECOO
JAECOO,J7 SUM,SIL,2025,5,JAECOO
JAECOO,J7 SUM,WHI,2025,5,JAECOO
JAECOO,J7 SUM,WHI,2026,1,JAECOO
JAECOO,J7 TRA,BLK,2025,1,JAECOO
JAECOO,J7 TRA,BLK,2026,2,JAECOO
JAECOO,J7 TRA,BLU,2025,1,JAECOO
JAECOO,J7 TRA,GRN,2025,2,JAECOO
JAECOO,J7 TRA,GRN,2026,5,JAECOO
JAECOO,J7 TRA,SIL,2025,1,JAECOO
JAECOO,J7 TRA,WHI,2025,1,JAECOO
JAECOO,J7 TRA,WHI,2026,2,JAECOO
JAECOO,J8    ,BLK,2025,2,JAECOO
JAECOO,J8    ,BLU,2025,3,JAECOO
JAECOO,J8    ,SIL,2025,2,JAECOO
JAECOO,J8    ,WHI,2025,3,JAECOO
JAECOO,J8    ,WHI,2026,1,JAECOO
JAECOO,J8 RID,BLK,2025,2,JAECOO
JAECOO,J8 RID,BLU,2025,1,JAECOO
JAECOO,J8 RID,SIL,2025,1,JAECOO
JAECOO,J8 RID,WHI,2025,1,JAECOO
JAECOO,JAECOO,BLK,2025,1,JAECOO
JAECOO,JAECOO,GRN,2025,1,JAECOO
JAECOO,JAECOO,GRY,2026,1,JAECOO
JAECOO,MY25 J,GRN,2025,1,JAECOO
JAECOO,MY25 O,GRY,2025,1,JAECOO
JAECOO,OMODA ,BLK,2025,1,JAECOO
JAECOO,OMODA ,GRY,2025,3,JAECOO
JAECOO,OMODA ,WHI,2025,2,JAECOO
JEEP  ,COMPAS,BLK,2026,1,JEEP
JEEP  ,COMPAS,GRN,2025,4,JEEP
JEEP  ,GLADIA,BLK,2025,1,JEEP
JEEP  ,GLADIA,GRY,2026,1,JEEP
JEEP  ,GLADIA,WHI,2026,2,JEEP
JEEP  ,RUBICO,GRY,2026,1,JEEP
JEEP  ,WRANGL,BLK,2025,2,JEEP
JEEP  ,WRANGL,BLK,2026,1,JEEP
JEEP  ,WRANGL,BLU,2026,1,JEEP
JEEP  ,WRANGL,GRY,2026,3,JEEP
K T M ,1390 S,BLK,2026,1,KTM
K T M ,1390 S,WHI,2026,1,KTM
K T M ,1390AD,BLU,2025,1,KTM
K T M ,1390AD,OGE,2025,1,KTM
K T M ,1390AD,OGE,2026,1,KTM
K T M ,1390SD,BLK,2025,1,KTM
K T M ,250 EX,OGE,2025,1,KTM
K T M ,300 EX,OGE,2025,3,KTM
K T M ,300EXC,OGE,2025,6,KTM
K T M ,300EXC,OGE,2026,4,KTM
K T M ,350 EX,OGE,2025,1,KTM
K T M ,350 EX,WHI,2025,1,KTM
K T M ,350EXC,OGE,2025,2,KTM
K T M ,35EXCF,OGE,2025,1,KTM
K T M ,390ADV,OGE,2025,2,KTM
K T M ,390ADV,OGE,2026,1,KTM
K T M ,390ADV,WHI,2025,2,KTM
K T M ,390ADV,WHI,2026,1,KTM
K T M ,390DUK,BLU,2025,1,KTM
K T M ,390END,OGE,2025,1,KTM
K T M ,400SX ,OGE,2026,1,KTM
K T M ,450EXC,OGE,2025,3,KTM
K T M ,45EXCF,OGE,2025,2,KTM
K T M ,45EXCF,WHI,2025,1,KTM
K T M ,500EXC,OGE,2025,1,KTM
K T M ,500EXC,OGE,2026,1,KTM
K T M ,990 RC,BLK,2026,1,KTM
K T M ,DK390 ,BLU,2025,1,KTM
KAWASA,EL450A,RED,2025,1,KAWASAKI
KAWASA,EL450A,RED,2026,1,KAWASAKI
KAWASA,EN650B,BLK,2025,2,KAWASAKI
KAWASA,EN650B,BLK,2026,1,KAWASAKI
KAWASA,EN650B,BLU,2025,1,KAWASAKI
KAWASA,EN650B,GRY,2025,4,KAWASAKI
KAWASA,EN650B,SIL,2025,1,KAWASAKI
KAWASA,EN650D,BLK,2026,1,KAWASAKI
KAWASA,ER500E,GRN,2025,1,KAWASAKI
KAWASA,ER500F,BLK,2026,2,KAWASAKI
KAWASA,ER500F,GRN,2025,1,KAWASAKI
KAWASA,ER65ML,GRY,2025,1,KAWASAKI
KAWASA,ER65SL,BLK,2025,1,KAWASAKI
KAWASA,ER6NLA,BLK,2025,1,KAWASAKI
KAWASA,EX400G,BLK,2026,2,KAWASAKI
KAWASA,EX500G,BLK,2026,14,KAWASAKI
KAWASA,EX500G,GRN,2025,3,KAWASAKI
KAWASA,EX500G,WHI,2025,3,KAWASAKI
KAWASA,EX500G,WHI,2026,7,KAWASAKI
KAWASA,EX500J,BLK,2026,1,KAWASAKI
KAWASA,EX650L,GRN,2026,3,KAWASAKI
KAWASA,EX650S,GRN,2025,1,KAWASAKI
KAWASA,KAF700,GRN,2026,1,KAWASAKI
KAWASA,KL650 ,BLK,2025,1,KAWASAKI
KAWASA,KL650E,GRN,2026,1,KAWASAKI
KAWASA,KLR650,GRN,2025,1,KAWASAKI
KAWASA,KLX150,BLK,2025,2,KAWASAKI
KAWASA,KLX150,BLK,2026,1,KAWASAKI
KAWASA,KLX250,GRN,2025,1,KAWASAKI
KAWASA,KLX300,GRN,2026,2,KAWASAKI
KAWASA,KX    ,GRN,2026,1,KAWASAKI
KAWASA,KX250 ,GRN,2025,1,KAWASAKI
KAWASA,KX250F,GRN,2025,1,KAWASAKI
KAWASA,KX250X,GRN,2026,1,KAWASAKI
KAWASA,KX252F,GRN,2025,1,KAWASAKI
KAWASA,KX450 ,GRN,2025,1,KAWASAKI
KAWASA,LX300H,GRN,2026,1,KAWASAKI
KAWASA,MUCE  ,GLD,2025,1,KAWASAKI
KAWASA,RS900C,BLU,2026,1,KAWASAKI
KAWASA,Z900  ,GRY,2026,1,KAWASAKI
KAWASA,Z900 S,GRN,2025,1,KAWASAKI
KAWASA,Z900 S,WHI,2025,1,KAWASAKI
KAWASA,Z900RS,BLK,2025,1,KAWASAKI
KAWASA,Z900RS,BLK,2026,1,KAWASAKI
KAWASA,Z900RS,MRN,2026,1,KAWASAKI
KAWASA,Z900RS,RED,2025,1,KAWASAKI
KAWASA,ZR902A,RED,2025,1,KAWASAKI
KAWASA,ZX10R ,GRN,2025,3,KAWASAKI
KAWASA,ZX1100,GRN,2026,2,KAWASAKI
KAWASA,ZX636 ,BLK,2025,1,KAWASAKI
KAWASA,ZX6R  ,GRY,2026,1,KAWASAKI
KENWTH,K220  ,BLU,2025,2,KENWORTH
KENWTH,K220  ,WHI,2026,1,KENWORTH
KENWTH,T320A ,WHI,2025,1,KENWORTH
KENWTH,T360A ,WHI,2025,4,KENWORTH
KENWTH,T360A ,YLW,2025,2,KENWORTH
KENWTH,T410  ,RED,2025,2,KENWORTH
KENWTH,T410SA,WHI,2025,1,KENWORTH
KENWTH,T420SA,WHI,2025,1,KENWORTH
KENWTH,T610SA,WHI,2025,1,KENWORTH
KENWTH,T620  ,WHI,2025,1,KENWORTH
KENWTH,T620  ,WHI,2026,1,KENWORTH
KENWTH,T620SA,BLU,2025,1,KENWORTH
KENWTH,T620SA,WHI,2025,2,KENWORTH
KENWTH,T620SA,WHI,2026,1,KENWORTH
KENWTH,T659  ,WHI,2025,4,KENWORTH
KENWTH,T909  ,BLK,2025,1,KENWORTH
KENWTH,T909  ,BLU,2025,2,KENWORTH
KENWTH,T909  ,WHI,2025,6,KENWORTH
KGM   ,ACTYON,BEI,2025,1,KGM
KGM   ,ACTYON,BLK,2025,1,KGM
KGM   ,ACTYON,CRM,2025,2,KGM
KGM   ,ACTYON,GLD,2025,1,KGM
KGM   ,ACTYON,GRN,2026,1,KGM
KGM   ,ACTYON,GRY,2025,1,KGM
KGM   ,ACTYON,WHI,2025,2,KGM
KGM   ,MUSSO ,BLK,2025,5,KGM
KGM   ,MUSSO ,BLK,2026,2,KGM
KGM   ,MUSSO ,BLU,2025,1,KGM
KGM   ,MUSSO ,BLU,2026,2,KGM
KGM   ,MUSSO ,GLD,2026,3,KGM
KGM   ,MUSSO ,GRN,2025,4,KGM
KGM   ,MUSSO ,GRY,2025,6,KGM
KGM   ,MUSSO ,GRY,2026,2,KGM
KGM   ,MUSSO ,WHI,2025,3,KGM
KGM   ,MUSSO ,WHI,2026,3,KGM
KGM   ,REXTON,BLK,2025,1,KGM
KGM   ,REXTON,GRY,2025,1,KGM
KGM   ,REXTON,GRY,2026,2,KGM
KGM   ,REXTON,WHI,2025,2,KGM
KGM   ,REXTON,WHI,2026,2,KGM
KGM   ,TORRES,BLU,2025,1,KGM
KIA   ,2026  ,WHI,2026,1,KIA
KIA   ,CAR   ,BLK,2025,1,KIA
KIA   ,CARNIV,BLK,2025,6,KIA
KIA   ,CARNIV,BLK,2026,17,KIA
KIA   ,CARNIV,BLU,2025,2,KIA
KIA   ,CARNIV,BLU,2026,27,KIA
KIA   ,CARNIV,GRY,2025,13,KIA
KIA   ,CARNIV,GRY,2026,94,KIA
KIA   ,CARNIV,RED,2026,9,KIA
KIA   ,CARNIV,SIL,2025,2,KIA
KIA   ,CARNIV,SIL,2026,3,KIA
KIA   ,CARNIV,WHI,2025,17,KIA
KIA   ,CARNIV,WHI,2026,64,KIA
KIA   ,CL4M K,GRY,2025,4,KIA
KIA   ,CL4M K,GRY,2026,1,KIA
KIA   ,CL4M K,WHI,2026,1,KIA
KIA   ,EV3   ,BLK,2025,9,KIA
KIA   ,EV3   ,BLU,2025,4,KIA
KIA   ,EV3   ,GRN,2025,5,KIA
KIA   ,EV3   ,GRN,2026,7,KIA
KIA   ,EV3   ,GRY,2025,18,KIA
KIA   ,EV3   ,GRY,2026,2,KIA
KIA   ,EV3   ,OGE,2025,6,KIA
KIA   ,EV3   ,RED,2025,2,KIA
KIA   ,EV3   ,SIL,2025,9,KIA
KIA   ,EV3   ,SIL,2026,2,KIA
KIA   ,EV3   ,WHI,2025,23,KIA
KIA   ,EV3   ,WHI,2026,19,KIA
KIA   ,EV3 EA,GRY,2025,1,KIA
KIA   ,EV3 GT,GRY,2025,1,KIA
KIA   ,EV4   ,BLK,2025,1,KIA
KIA   ,EV4   ,BLK,2026,1,KIA
KIA   ,EV4   ,BLU,2025,2,KIA
KIA   ,EV4   ,BLU,2026,1,KIA
KIA   ,EV4   ,GRY,2025,1,KIA
KIA   ,EV4   ,GRY,2026,1,KIA
KIA   ,EV4   ,SIL,2026,2,KIA
KIA   ,EV4   ,WHI,2025,3,KIA
KIA   ,EV4   ,WHI,2026,1,KIA
KIA   ,EV4 AI,WHI,2025,1,KIA
KIA   ,EV4 CT,BLU,2026,1,KIA
KIA   ,EV4 EA,WHI,2026,1,KIA
KIA   ,EV5   ,BLK,2025,17,KIA
